,name,description,variables
1031,B19113B,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113B.json
1032,B19113G,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B19113G.json
1033,B19113H,"MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19113H.json
1034,B19113E,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113E.json
1035,B19113F,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113F.json
1036,B08119,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B08119.json
1037,B99163,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99163.json
1038,B99162,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99162.json
1039,B08113,MEANS OF TRANSPORTATION TO WORK BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH,http://api.census.gov/data/2019/acs/acs5/groups/B08113.json
1040,B99161,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99161.json
1041,B08111,MEANS OF TRANSPORTATION TO WORK BY CITIZENSHIP STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B08111.json
1042,B17020D,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17020D.json
1043,B17020E,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17020E.json
1044,B17020B,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17020B.json
1045,B06008PR,PLACE OF BIRTH BY MARITAL STATUS IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06008PR.json
1046,B17020C,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17020C.json
1047,B19001,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19001.json
1048,B17020A,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17020A.json
1049,B08128,MEANS OF TRANSPORTATION TO WORK BY CLASS OF WORKER,http://api.census.gov/data/2019/acs/acs5/groups/B08128.json
1050,B99171,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS,http://api.census.gov/data/2019/acs/acs5/groups/B99171.json
1051,B08126,MEANS OF TRANSPORTATION TO WORK BY INDUSTRY,http://api.census.gov/data/2019/acs/acs5/groups/B08126.json
1052,B08124,MEANS OF TRANSPORTATION TO WORK BY OCCUPATION,http://api.census.gov/data/2019/acs/acs5/groups/B08124.json
1053,B99172,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES,http://api.census.gov/data/2019/acs/acs5/groups/B99172.json
1054,B08121,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY MEANS OF TRANSPORTATION TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08121.json
1055,B08122,MEANS OF TRANSPORTATION TO WORK BY POVERTY STATUS IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B08122.json
1056,B22008,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B22008.json
1057,B22007,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B22007.json
1058,B22003,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B22003.json
1059,B22002,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF CHILDREN UNDER 18 YEARS BY HOUSEHOLD TYPE FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B22002.json
1060,B06004CPR,PLACE OF BIRTH (AMERICAN INDIAN AND ALASKA NATIVE ALONE) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004CPR.json
1061,B99142,ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,http://api.census.gov/data/2019/acs/acs5/groups/B99142.json
1062,C24010A,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C24010A.json
1063,B99141,ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99141.json
1064,B19080,HOUSEHOLD INCOME QUINTILE UPPER LIMITS,http://api.census.gov/data/2019/acs/acs5/groups/B19080.json
1065,B19081,MEAN HOUSEHOLD INCOME OF QUINTILES,http://api.census.gov/data/2019/acs/acs5/groups/B19081.json
1066,B17020H,"POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B17020H.json
1067,B17020I,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B17020I.json
1068,B07404GPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07404GPR.json
1069,B17020F,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17020F.json
1070,B17020G,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B17020G.json
1071,B22001,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B22001.json
1072,C24010I,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/C24010I.json
1073,C24010H,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/C24010H.json
1074,B09021,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/B09021.json
1075,C24010G,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/C24010G.json
1076,C24010F,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C24010F.json
1077,C24010E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C24010E.json
1078,B09020,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B09020.json
1079,C24010D,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C24010D.json
1080,C24010C,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C24010C.json
1081,C24010B,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C24010B.json
1082,B07004APR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07004APR.json
1083,B19069,AGGREGATE RETIREMENT INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19069.json
1084,B07010PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR CURRENT RESIDENCE IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07010PR.json
1085,B10010,MEDIAN FAMILY INCOME FOR FAMILIES WITH GRANDPARENT HOUSEHOLDERS AND/OR SPOUSES LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND PRESENCE OF PARENT OF GRANDCHILDREN,http://api.census.gov/data/2019/acs/acs5/groups/B10010.json
1086,B19064,"AGGREGATE INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS",http://api.census.gov/data/2019/acs/acs5/groups/B19064.json
1087,B19065,AGGREGATE SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19065.json
1088,B19066,AGGREGATE SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19066.json
1089,B19067,AGGREGATE PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19067.json
1090,B19060,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19060.json
1091,B19061,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19061.json
1092,B19062,AGGREGATE WAGE OR SALARY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19062.json
1093,B19063,AGGREGATE SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19063.json
1094,B99152,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99152.json
1095,B19113I,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19113I.json
1096,B19070,AGGREGATE OTHER TYPES OF INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19070.json
1097,B99151,ALLOCATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99151.json
1098,B19202A,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202A.json
1099,B19057,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19057.json
1100,B19058,PUBLIC ASSISTANCE INCOME OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19058.json
1101,B19059,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19059.json
1102,B19202E,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202E.json
1103,B19053,SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19053.json
1104,B19202D,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202D.json
1105,B19054,"INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS",http://api.census.gov/data/2019/acs/acs5/groups/B19054.json
1106,B19202C,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202C.json
1107,B19055,SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19055.json
1108,B19202B,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202B.json
1109,B19056,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19056.json
1110,B19202I,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202I.json
1111,B99124,ALLOCATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99124.json
1112,B19202H,"MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19202H.json
1113,B99123,ALLOCATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99123.json
1114,B19050,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY AGE OF HOUSEHOLDER,http://api.census.gov/data/2019/acs/acs5/groups/B19050.json
1115,B19202G,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202G.json
1116,B99126,ALLOCATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99126.json
1117,B19051,EARNINGS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19051.json
1118,B19202F,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19202F.json
1119,B99125,ALLOCATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99125.json
1120,B19052,WAGE OR SALARY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B19052.json
1121,B98031,OVERALL PERSON CHARACTERISTIC ALLOCATION RATE,http://api.census.gov/data/2019/acs/acs5/groups/B98031.json
1122,B99122,ALLOCATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99122.json
1123,B98032,OVERALL HOUSING UNIT CHARACTERISTIC ALLOCATION RATE,http://api.census.gov/data/2019/acs/acs5/groups/B98032.json
1124,B99121,ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99121.json
1125,B09005,"HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)",http://api.census.gov/data/2019/acs/acs5/groups/B09005.json
1126,B09001,POPULATION UNDER 18 YEARS BY AGE,http://api.census.gov/data/2019/acs/acs5/groups/B09001.json
1127,B10001,GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER BY AGE OF GRANDCHILD,http://api.census.gov/data/2019/acs/acs5/groups/B10001.json
1128,B09002,OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE,http://api.census.gov/data/2019/acs/acs5/groups/B09002.json
1129,B10002,GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER BY GRANDPARENT RESPONSIBILITY AND PRESENCE OF PARENT,http://api.census.gov/data/2019/acs/acs5/groups/B10002.json
1130,B19049,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY AGE OF HOUSEHOLDER,http://api.census.gov/data/2019/acs/acs5/groups/B19049.json
1131,B99131,ALLOCATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B99131.json
1132,B09018,RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS,http://api.census.gov/data/2019/acs/acs5/groups/B09018.json
1133,B09019,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP,http://api.census.gov/data/2019/acs/acs5/groups/B09019.json
1134,B99132,ALLOCATION OF FERTILITY OF WOMEN 15 TO 50 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B99132.json
1135,B09010,"RECEIPT OF SUPPLEMENTAL SECURITY INCOME (SSI), CASH PUBLIC ASSISTANCE INCOME, OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS",http://api.census.gov/data/2019/acs/acs5/groups/B09010.json
